id,brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price
2302,Jeep,Wrangler Sport,2016,"86,250 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Black,None reported,Yes,22000.0
2303,Jaguar,XKR Base,2007,"50,000 mi.",Gasoline,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,At least 1 accident or damage reported,Yes,21900.0
2304,Ford,F-250 King Ranch,2020,"36,500 mi.",Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,Gray,Brown,None reported,Yes,69900.0
2305,Mercedes-Benz,S-Class S 550 4MATIC,2016,"67,280 mi.",Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,41999.0
2306,Porsche,911 R,2016,"12,454 mi.",Gasoline,500.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Purple,Black,None reported,Yes,210000.0
2307,Cadillac,XTS Luxury,2013,"152,000 mi.",Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,8500.0
2308,BMW,340 i,2018,"44,261 mi.",Gasoline,3.0 Liter Turbo,Automatic,Gray,Black,None reported,,33598.0
2309,Chrysler,300 S,2012,"53,000 mi.",Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,13750.0
2310,Ford,Fusion SE,2014,"80,800 mi.",Gasoline,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,10000.0
2311,Volkswagen,Golf Auto TSI S,2015,"107,543 mi.",Gasoline,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,13200.0
2312,Ford,Bronco Sport Big Bend,2021,"30,176 mi.",Gasoline,1.5L I3 12V PDI DOHC Turbo,8-Speed Automatic,Black,Medium Dark Slate,None reported,Yes,28979.0
2313,Jeep,Cherokee X,2022,"9,601 mi.",Gasoline,3.2L V6 24V MPFI DOHC,Automatic,Sting Gray Clearcoat,Black,None reported,,33498.0
2314,Dodge,Challenger R/T,2014,"92,861 mi.",Gasoline,375.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Red,None reported,Yes,19750.0
2315,BMW,X7 xDrive40i,2020,"46,000 mi.",Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,54999.0
2316,Mercedes-Benz,SL-Class SL500 Roadster,2004,"35,400 mi.",Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Gray,None reported,Yes,24900.0
2317,Porsche,Cayenne Turbo,2017,"70,800 mi.",Gasoline,520.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,52999.0
2318,Subaru,Legacy 2.5 GT spec.B,2008,"94,000 mi.",Gasoline,243.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Blue,None reported,Yes,12500.0
2319,GMC,Sierra 1500 SLE,2014,"100,080 mi.",E85 Flex Fuel,285.0HP 4.3L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,None reported,Yes,22989.0
2320,Mercedes-Benz,CLK-Class CLK 350,2009,"77,925 mi.",Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,16500.0
2321,Audi,Q8 55 Premium,2020,"34,300 mi.",Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Brown,None reported,Yes,52500.0
2322,Kia,Optima Hybrid LX,2013,"103,111 mi.",Hybrid,199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,Beige,At least 1 accident or damage reported,Yes,9200.0
2323,Jeep,Renegade Trailhawk,2017,"78,717 mi.",Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,17500.0
2324,Cadillac,DeVille Base,1994,"47,000 mi.",–,–,A/T,White,Blue,None reported,Yes,5990.0
2325,Jeep,Grand Cherokee Limited,2018,"49,924 mi.",Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,26500.0
2326,Alfa,Romeo Stelvio Quadrifoglio,2019,"26,500 mi.",Gasoline,505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,53900.0
2327,Hummer,H3 Base,2007,"201,000 mi.",Gasoline,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,7200.0
2328,Chevrolet,Silverado 1500 LT Trail Boss,2021,"48,641 mi.",Gasoline,5.3L V8 16V GDI OHV,10-Speed Automatic,Silver Ice Metallic,Jet Black,None reported,,43666.0
2329,Audi,S4 Base,2007,"93,000 mi.",Gasoline,340.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,10995.0
2330,Chevrolet,Corvette Stingray w/1LT,2023,"3,273 mi.",Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Red,None reported,Yes,78999.0
2331,Dodge,Ram 2500 Laramie Quad Cab,2004,"148,000 mi.",Diesel,250.0HP 5.9L Straight 6 Cylinder Engine Diesel Fuel,4-Speed A/T,Black,Beige,None reported,Yes,19000.0
2332,Ford,Bronco Sport Outer Banks,2021,"31,654 mi.",Gasoline,1.5L I3 12V PDI DOHC Turbo,8-Speed Automatic,Rapid Red Metallic Tinted Clearcoat,Navy Pier,None reported,,33410.0
2333,Lincoln,Aviator Reserve AWD,2020,"51,247 mi.",Gasoline,3.0 Liter GTDI,Automatic,Magnetic Gray Clearcoat,Roast,None reported,,47698.0
2334,Nissan,350Z Enthusiast,2005,"130,307 mi.",Gasoline,287.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,None reported,Yes,9950.0
2335,Jeep,Wrangler Sport,2010,"149,460 mi.",Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Black,None reported,Yes,10700.0
2336,Chevrolet,Suburban 1500 LS,2004,"171,750 mi.",E85 Flex Fuel,295.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,4-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,12998.0
2337,Chrysler,300 S,2014,"121,500 mi.",Gasoline,363.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,None reported,Yes,15999.0
2338,Nissan,Pathfinder SV,2019,"122,009 mi.",Gasoline,3.5 Liter,Automatic,Gray,Black,None reported,,18998.0
2339,Land,Rover Range Rover Autobiography,2023,"1,148 mi.",Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,Automatic,Carpathian Grey,Ebony,None reported,,193063.0
2340,Subaru,Forester 2.5 X,2004,"210,703 mi.",Gasoline,165.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,M/T,Green,Beige,,,2300.0
2341,Land,Rover Range Rover Sport HSE,2019,"65,019 mi.",Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,40500.0
2342,Ford,F-150 XLT,2019,"69,800 mi.",E85 Flex Fuel,395.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,10-Speed A/T,Silver,Gray,None reported,Yes,34600.0
2343,Pontiac,Solstice GXP,2008,"38,100 mi.",Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Orange,Black,None reported,Yes,19950.0
2344,FIAT,500e Battery Electric,2017,"33,812 mi.",,111.0HP Electric Motor Electric Fuel System,1-Speed A/T,Silver,Black,None reported,Yes,14999.0
2345,Porsche,Macan Turbo,2021,"14,526 mi.",Gasoline,2.9 Liter Turbo,Automatic,Black,–,None reported,,79998.0
2346,BMW,i3 Base w/Range Extender,2014,"74,500 mi.",,170.0HP 0.65L Electric Motor Electric Fuel System,A/T,White,Gray,None reported,Yes,11499.0
2347,BMW,X5 3.0si,2007,"99,700 mi.",Gasoline,260.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,8500.0
2348,Aston,Martin DBS Superleggera,2019,"22,770 mi.",Gasoline,715.0HP 5.2L 12 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,184606.0
2349,Mercedes-Benz,R-Class R 350 4MATIC,2008,"120,000 mi.",Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,8995.0
2350,Lincoln,MKX Base,2010,"156,000 mi.",Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,5900.0
2351,Lexus,RX 450h F SPORT Handling,2021,"31,365 mi.",Hybrid,3.5 Liter DOHC,Variable,Beige,Red,None reported,,52998.0
2352,Nissan,Titan SE,2009,"127,600 mi.",E85 Flex Fuel,317.0HP 5.6L 8 Cylinder Engine Flex Fuel Capability,A/T,Brown,Gray,None reported,Yes,19500.0
2353,Ford,Mustang V6 Premium,2013,"62,500 mi.",Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,16000.0
2354,Lincoln,MKT Base,2016,"140,200 mi.",Gasoline,303.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,10500.0
2355,Tesla,Model 3 Long Range,2018,"24,360 mi.",,271.0HP Electric Motor Electric Fuel System,A/T,Black,White,None reported,Yes,31500.0
2356,Dodge,Durango GT,2022,"24,778 mi.",Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Octane Red Pearlcoat,Black,At least 1 accident or damage reported,,36599.0
2357,Porsche,911 Turbo Cabriolet,2009,"13,500 mi.",Gasoline,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,130000.0
2358,RAM,1500 Laramie,2022,"16,744 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Delmonico Red Pearlcoat,Black,None reported,,46999.0
2359,Chevrolet,Silverado 2500 High Country,2022,"16,000 mi.",Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,73995.0
2360,Ford,Edge SE,2020,"71,200 mi.",Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,18900.0
2361,Chevrolet,Corvette Stingray w/2LT,2021,"24,670 mi.",Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Brown,None reported,Yes,72500.0
2362,Chevrolet,Camaro 1SS,2019,"19,200 mi.",Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Black,None reported,Yes,41500.0
2363,Chrysler,Pacifica Hybrid Touring L,2022,"61,494 mi.",Hybrid,3.6L V6 24V MPFI DOHC Hybrid,Automatic CVT,Bright White Clearcoat,Black,None reported,,35850.0
2364,Pontiac,Solstice GXP,2009,"122,348 mi.",Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,10000.0
2365,GMC,Acadia SLT-1,2016,"119,000 mi.",Gasoline,281.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Gold,Brown,None reported,Yes,12500.0
2366,Land,Rover Range Rover Evoque S,2020,"40,237 mi.",Gasoline,2.0 Liter,Automatic,Carpathian Grey Premium Metallic,Cloud,None reported,,36998.0
2367,Audi,Q5 2.0T Premium Plus,2015,"118,500 mi.",E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,A/T,Silver,Black,At least 1 accident or damage reported,Yes,15400.0
2368,Lexus,GX 460 Base,2020,"48,210 mi.",Gasoline,4.6L V8 32V MPFI DOHC,6-Speed Automatic,Nebula Gray Pearl,Rioja Red,At least 1 accident or damage reported,Yes,47449.0
2369,Maserati,GranTurismo Sport,2015,"45,000 mi.",Gasoline,454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,41900.0
2370,Mercedes-Benz,G 550 4x4 Squared Base,2018,"14,381 mi.",Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,7-Speed Automatic,Designo Magno Matte,Black,None reported,,204900.0
2371,Ford,Fusion Hybrid Base,2012,"158,366 mi.",Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Gray,Black,At least 1 accident or damage reported,Yes,8250.0
2372,Acura,TLX A-Spec,2021,"16,878 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,10-Speed Automatic,Red,Ebony,None reported,Yes,38781.0
2373,Toyota,Sequoia Limited,2011,"183,000 mi.",Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gold,Beige,None reported,Yes,16000.0
2374,RAM,1500 Big Horn,2022,"19,376 mi.",Gasoline,5.7L V8 16V MPFI OHV,Automatic,Bright White Clearcoat,Black,None reported,Yes,45861.0
2375,GMC,Terrain SLT,2020,"55,018 mi.",Gasoline,170.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,25500.0
2376,Audi,S4 3.0T Premium Plus,2014,"102,370 mi.",Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,21373.0
2377,Nissan,Xterra S,2008,"227,010 mi.",Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,None reported,Yes,3850.0
2378,Ford,F-150 Lariat,2021,"9,142 mi.",Hybrid,430.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Black,Gray,None reported,Yes,61500.0
2379,Porsche,911 Carrera 4S,2002,"119,500 mi.",Gasoline,320.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,36995.0
2380,Lexus,RX 350 Base,2021,"20,598 mi.",Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Atomic Silver,Gray,At least 1 accident or damage reported,,42599.0
2381,Mercedes-Benz,C-Class C 300 4MATIC,2021,"19,000 mi.",Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,None reported,Yes,37999.0
2382,Toyota,Sequoia SR5,2010,"154,860 mi.",Gasoline,310.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,None reported,Yes,17900.0
2383,Chevrolet,Cruze LT,2012,"194,000 mi.",Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,White,At least 1 accident or damage reported,Yes,4900.0
2384,Land,Rover Discovery SE,2004,"145,000 mi.",Gasoline,217.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,None reported,Yes,15500.0
2385,BMW,535 i xDrive,2015,"58,664 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gray,At least 1 accident or damage reported,Yes,20950.0
2386,Mercedes-Benz,AMG S 63 Base 4MATIC,2017,"86,101 mi.",Gasoline,577.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Red,At least 1 accident or damage reported,Yes,72777.0
2387,Toyota,Highlander SE,2018,"53,607 mi.",Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Midnight Black Metallic,Black,At least 1 accident or damage reported,,31853.0
2388,BMW,335 i xDrive,2013,"82,849 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,None reported,Yes,19999.0
2389,INFINITI,G37 Journey,2013,"33,300 mi.",Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,21990.0
2390,Chevrolet,Camaro 2SS,2010,"68,000 mi.",Gasoline,426.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,19500.0
2391,Chevrolet,Silverado 3500 LTZ,2018,"92,149 mi.",Diesel,6.6L V8 32V DDI OHV Turbo Diesel,6-Speed Automatic,Black,Jet Black,,,52889.0
2392,Cadillac,Escalade ESV Sport,2021,"36,500 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,85000.0
2393,BMW,435 i,2014,"126,500 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,15000.0
2394,Chevrolet,Camaro 1LT,2011,"111,000 mi.",Gasoline,312.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,10900.0
2395,Jeep,Wrangler Sport,2021,"11,756 mi.",Gasoline,"2L I-4 gasoline direct injection, DOHC, intercooled turbo, engin",Automatic,Granite Crystal Metallic Clearcoat,Black,At least 1 accident or damage reported,,33400.0
2396,Land,Rover Range Rover Sport Supercharged,2008,"140,600 mi.",Gasoline,390.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,None reported,Yes,7500.0
2397,Toyota,86 Base,2020,"14,700 mi.",Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,27350.0
2398,Maserati,GranTurismo Base,2013,"34,920 mi.",Gasoline,440.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Brown,None reported,Yes,38900.0
2399,Porsche,911 Carrera,2021,"7,400 mi.",Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,,,116999.0
2400,Nissan,Maxima SL,2007,"101,600 mi.",Gasoline,255.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,6700.0
2401,Mazda,Mazda3 i Touring,2014,"118,500 mi.",Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Silver,Black,At least 1 accident or damage reported,Yes,11500.0
2402,Audi,Q7 3.0T Premium Plus,2014,"96,273 mi.",Gasoline,280.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,15495.0
2403,Lexus,GX 460 Base,2015,"106,000 mi.",Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,37500.0
2404,Volvo,C40 Recharge Pure Electric Twin Ultimate,2023,"17,000 mi.",,402.0HP Electric Motor Electric Fuel System,A/T,Gray,Blue,None reported,Yes,54900.0
2405,Dodge,Dakota Sport,1997,"285,000 mi.",Gasoline,230.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,White,Gray,None reported,Yes,6399.0
2406,Cadillac,CT4 Luxury,2020,"35,200 mi.",Gasoline,237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,Yes,28500.0
2407,Chevrolet,Suburban LT,2016,"98,000 mi.",E85 Flex Fuel,355.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Transmission Overdrive Switch,Gray,Gray,At least 1 accident or damage reported,Yes,30000.0
2408,Cadillac,Escalade Luxury,2012,"114,500 mi.",E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,None reported,Yes,16100.0
2409,Volkswagen,Golf GTI 2.0T Autobahn,2022,"6,400 mi.",Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Green,Black,None reported,Yes,41500.0
2410,BMW,X3 xDrive30i,2020,"23,647 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black Sapphire Metallic,Canberra Beige,None reported,Yes,37998.0
2411,Land,Rover Range Rover 3.0L Supercharged,2018,"38,020 mi.",Gasoline,5.0 Liter,Automatic,White,Espresso,None reported,,63998.0
2412,Chevrolet,Silverado 2500 LTZ H/D Extended Cab,2008,"128,000 mi.",Gasoline,353.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Beige,Black,None reported,Yes,23500.0
2413,Kia,K900 5.0L,2017,"36,486 mi.",Gasoline,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,23950.0
2414,Kia,Sportage LX,2014,"87,000 mi.",Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,8900.0
2415,Chevrolet,Silverado 1500 LS,2003,"110,000 mi.",Gasoline,270.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Beige,None reported,Yes,8900.0
2416,Cadillac,CTS 3.6L Premium,2014,"69,001 mi.",Gasoline,321.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,19500.0
2417,Porsche,911 Carrera,1995,"49,900 mi.",–,–,6-Speed M/T,Silver,Gray,At least 1 accident or damage reported,Yes,97993.0
2418,Jeep,Grand Cherokee L Limited,2022,"31,700 mi.",Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,43500.0
2419,Maserati,Ghibli Base,2015,"73,000 mi.",Gasoline,345.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Brown,None reported,Yes,17999.0
2420,Tesla,Model Y Long Range,2020,"23,100 mi.",,425.0HP Electric Motor Electric Fuel System,A/T,Blue,White,None reported,Yes,36495.0
2421,Tesla,Model Y Long Range,2023,"5,844 mi.",,425.0HP Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,52000.0
2422,Jeep,Wrangler SE,2003,"92,000 mi.",Gasoline,150.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,M/T,Gold,Black,None reported,Yes,12500.0
2423,Lincoln,Corsair Reserve,2021,"29,336 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black,Sandstone,None reported,,36999.0
2424,Mercedes-Benz,SLK-Class SLK 250,2015,"49,000 mi.",Gasoline,201.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Beige,None reported,Yes,23500.0
2425,Rolls-Royce,Cullinan,2022,115 mi.,Gasoline,6.7L V12 48V GDI DOHC Twin Turbo,8-Speed Automatic,–,Grace White,None reported,Yes,449995.0
2426,Audi,TT 3.2 Cabriolet quattro,2008,"207,000 mi.",Gasoline,250.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,10500.0
2427,Toyota,Tundra SR,2018,"51,000 mi.",Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,38000.0
2428,Hyundai,Kona EV SEL,2019,"33,100 mi.",,201.0HP Electric Motor Electric Fuel System,1-Speed A/T,Black,Black,None reported,Yes,18200.0
2429,Cadillac,CTS Base,2005,"94,100 mi.",Gasoline,255.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Beige,None reported,Yes,6099.0
2430,Saturn,Sky Red Line,2008,"37,000 mi.",Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,14995.0
2431,BMW,X6 M Base,2022,"10,376 mi.",Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Ametrin Metallic,Black,None reported,,98900.0
2432,Subaru,Outback Limited,2020,"44,600 mi.",Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Silver,Gray,None reported,Yes,28300.0
2433,BMW,430 i,2021,"9,472 mi.",Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Blue,None reported,Yes,51000.0
2434,Lexus,ES 350 Base,2016,"51,335 mi.",Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,25995.0
2435,Mercedes-Benz,S-Class S 65 AMG,2015,"95,428 mi.",Gasoline,621.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,Silver,Silver,None reported,Yes,55000.0
2436,Ford,F-150 XL,2016,"107,000 mi.",E85 Flex Fuel,385.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,22000.0
2437,Honda,Civic Sport,2020,"121,212 mi.",Gasoline,1.5L I4 16V GDI DOHC Turbo,Automatic CVT,White,Sport,At least 1 accident or damage reported,Yes,18387.0
2438,Mercedes-Benz,C-Class C 300 4MATIC Sport,2015,"73,500 mi.",Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,19000.0
2439,RAM,ProMaster 3500 High Roof,2021,"147,834 mi.",Gasoline,3.6L V6 24V MPFI DOHC,6-Speed Automatic,Bright White Clearcoat,Black,None reported,Yes,32662.0
2440,BMW,740 i,2018,"40,989 mi.",Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Gold,None reported,Yes,35000.0
2441,Chevrolet,Corvette Stingray w/3LT,2021,"2,700 mi.",Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Blue,None reported,Yes,85950.0
2442,Mazda,CX-30 Select,2021,"61,874 mi.",Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Jet Black Mica,Black,None reported,Yes,22389.0
2443,Ford,Bronco Wildtrak Advanced,2023,"2,000 mi.",Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,66500.0
2444,Mercedes-Benz,C-Class C 63 AMG,2014,"84,500 mi.",Gasoline,451.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,41500.0
2445,Hyundai,Santa Fe SEL Plus 2.4,2019,"49,500 mi.",Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Gray,None reported,Yes,28000.0
2446,Nissan,GT-R Premium,2010,"15,600 mi.",Gasoline,485.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,69500.0
2447,Honda,Ridgeline RTL-E,2019,"26,998 mi.",Gasoline,3.5L V6 24V GDI SOHC,6-Speed Automatic,Black,Black,None reported,,35557.0
2448,Dodge,Durango SLT,2004,"143,000 mi.",Gasoline,335.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,3200.0
